Dataset,Topology,Alpha,Agents,Accuracy,Precision,Recall,F1,Energy,PacketLossSimulated,PacketLossScenario,SourceFile,Approach
unsw,FullyConnected,0.3,8,0.5913199506560503,0.1930978762696214,0.4411338167435728,0.26861477943242484,1.9,0.5,0.5,marl_xgb_FullyConnected_topology_unsw_detection_metrics_0.3_normal_dos_reconnaissance_loss50.csv,MARL
unsw,FullyConnected,0.3,8,0.6062910329926037,0.2056919138683933,0.2454186130075458,0.2238060129433931,1.9,0,0,marl_xgb_FullyConnected_topology_unsw_detection_metrics_0.3_normal_exploits_loss0.csv,MARL
unsw,FullyConnected,0.3,8,0.6206058339566193,0.25384987224639183,0.3302191879266978,0.28704173661812366,1.9,0.1,0.1,marl_xgb_FullyConnected_topology_unsw_detection_metrics_0.3_normal_exploits_loss10.csv,MARL
unsw,FullyConnected,0.3,9,1,1,1,1,2.1,0.3,0.3,marl_xgb_FullyConnected_topology_unsw_detection_metrics_0.3_normal_exploits_loss30.csv,MARL
unsw,FullyConnected,0.3,7,1,1,1,1,1.6999999999999995,0.5,0.5,marl_xgb_FullyConnected_topology_unsw_detection_metrics_0.3_normal_exploits_loss50.csv,MARL
unsw,FullyConnected,0.5,9,0.7227094314231244,0.3798410622673775,0.9956493078444298,0.5498962391233116,2.1,0,0,marl_xgb_FullyConnected_topology_unsw_detection_metrics_0.5_normal_dos_reconnaissance_loss0.csv,MARL
unsw,FullyConnected,0.5,8,0.5292138611640687,0.13685864441675244,0.3330257086354647,0.193994316872744,1.9,0.1,0.1,marl_xgb_FullyConnected_topology_unsw_detection_metrics_0.5_normal_dos_reconnaissance_loss10.csv,MARL
unsw,FullyConnected,0.5,8,0.805068969384322,0.2259663032705649,0.06011865524060646,0.09497032177444548,1.9,0.3,0.3,marl_xgb_FullyConnected_topology_unsw_detection_metrics_0.5_normal_dos_reconnaissance_loss30.csv,MARL
unsw,FullyConnected,0.5,8,0.5144555343725469,0.24010349288486416,0.8564271588661833,0.3750577367205543,1.9,0.5,0.5,marl_xgb_FullyConnected_topology_unsw_detection_metrics_0.5_normal_dos_reconnaissance_loss50.csv,MARL
unsw,FullyConnected,0.5,9,1,1,1,1,2.1,0,0,marl_xgb_FullyConnected_topology_unsw_detection_metrics_0.5_normal_exploits_loss0.csv,MARL
unsw,FullyConnected,0.5,8,1,1,1,1,1.9,0.1,0.1,marl_xgb_FullyConnected_topology_unsw_detection_metrics_0.5_normal_exploits_loss10.csv,MARL
unsw,FullyConnected,0.5,9,1,1,1,1,2.1,0.3,0.3,marl_xgb_FullyConnected_topology_unsw_detection_metrics_0.5_normal_exploits_loss30.csv,MARL
unsw,FullyConnected,0.5,8,0.5286296019280312,0.23451571402315752,0.45849802371541504,0.3103112840466926,1.9,0.5,0.5,marl_xgb_FullyConnected_topology_unsw_detection_metrics_0.5_normal_exploits_loss50.csv,MARL
unsw,FullyConnected,1,6,1,1,1,1,1.5,0,0,marl_xgb_FullyConnected_topology_unsw_detection_metrics_1.0_normal_dos_reconnaissance_loss0.csv,MARL
unsw,FullyConnected,1,6,0.8024896265560166,0.44244366927500706,0.6187211601845748,0.5159410729991205,1.5,0.1,0.1,marl_xgb_FullyConnected_topology_unsw_detection_metrics_1.0_normal_dos_reconnaissance_loss10.csv,MARL
unsw,FullyConnected,1,6,0.5916788157452058,0.14890240677069558,0.2969017798286091,0.19833546171121583,1.5,0.3,0.3,marl_xgb_FullyConnected_topology_unsw_detection_metrics_1.0_normal_dos_reconnaissance_loss30.csv,MARL
unsw,FullyConnected,1,6,1,1,1,1,1.5,0.5,0.5,marl_xgb_FullyConnected_topology_unsw_detection_metrics_1.0_normal_dos_reconnaissance_loss50.csv,MARL
unsw,FullyConnected,1,6,1,1,1,1,1.5,0,0,marl_xgb_FullyConnected_topology_unsw_detection_metrics_1.0_normal_exploits_loss0.csv,MARL
unsw,FullyConnected,1,6,0.7369733233607579,0.4279245283018868,0.40747394897592526,0.41744892324682503,1.5,0.1,0.1,marl_xgb_FullyConnected_topology_unsw_detection_metrics_1.0_normal_exploits_loss10.csv,MARL
unsw,FullyConnected,1,5,0.6826020111360426,0.4041352513992322,0.7848544735896514,0.5335409605813562,1.3,0.3,0.3,marl_xgb_FullyConnected_topology_unsw_detection_metrics_1.0_normal_exploits_loss30.csv,MARL
unsw,FullyConnected,1,6,1,1,1,1,1.5,0.5,0.5,marl_xgb_FullyConnected_topology_unsw_detection_metrics_1.0_normal_exploits_loss50.csv,MARL
unsw,FullyConnected,2,9,0.821352472804755,0.47909330985915494,0.5740276862228082,0.5222815330174533,2.1,0,0,marl_xgb_FullyConnected_topology_unsw_detection_metrics_2.0_normal_dos_reconnaissance_loss0.csv,MARL
unsw,FullyConnected,2,8,0.6005158685656611,0.2986690817451567,1,0.4599617961856826,1.9,0.1,0.1,marl_xgb_FullyConnected_topology_unsw_detection_metrics_2.0_normal_dos_reconnaissance_loss10.csv,MARL
unsw,FullyConnected,2,8,0.7321744981496019,0.38844499078057776,0.9998681608437706,0.5595189789368845,1.9,0.3,0.3,marl_xgb_FullyConnected_topology_unsw_detection_metrics_2.0_normal_dos_reconnaissance_loss30.csv,MARL
unsw,FullyConnected,2,9,0.7027699899069194,0.3579628051531405,0.9414634146341464,0.5187041475993317,2.1,0.5,0.5,marl_xgb_FullyConnected_topology_unsw_detection_metrics_2.0_normal_dos_reconnaissance_loss50.csv,MARL
unsw,FullyConnected,2,7,0.7694049696667498,0.5027801179443976,0.26805605461731946,0.3496806702994083,1.6999999999999995,0,0,marl_xgb_FullyConnected_topology_unsw_detection_metrics_2.0_normal_exploits_loss0.csv,MARL
unsw,FullyConnected,2,8,1,1,1,1,1.9,0.1,0.1,marl_xgb_FullyConnected_topology_unsw_detection_metrics_2.0_normal_exploits_loss10.csv,MARL
unsw,FullyConnected,2,8,0.5240380619961772,0.2220176556672804,0.4224757455982752,0.29107225746557325,1.9,0.3,0.3,marl_xgb_FullyConnected_topology_unsw_detection_metrics_2.0_normal_exploits_loss30.csv,MARL
unsw,FullyConnected,2,7,0.6333208676140614,0.28886153048661956,0.4004671218109953,0.33562958780350083,1.6999999999999995,0.5,0.5,marl_xgb_FullyConnected_topology_unsw_detection_metrics_2.0_normal_exploits_loss50.csv,MARL
cic,Random,0.1,7,0.3255369839033546,0.18657524359437028,0.00180480840056273,0.00357503422905112,0.9571428571428572,0,0,marl_xgb_Random_topology_cic_detection_metrics_0.1_normal_dos_reconnaissance_loss0.csv,MARL
cic,Random,0.1,7,0.6849756841893404,0.9936027877282744,0.5335285924239939,0.6942631179674476,0.9,0.1,0.1,marl_xgb_Random_topology_cic_detection_metrics_0.1_normal_dos_reconnaissance_loss10.csv,MARL
cic,Random,0.1,6,0.6929982634907114,0.9837380137946504,0.5511717290902299,0.7065022351293422,0.9333333333333336,0.3,0.3,marl_xgb_Random_topology_cic_detection_metrics_0.1_normal_dos_reconnaissance_loss30.csv,MARL
cic,Random,0.1,7,0.3285910871671496,0.24224343675417664,7.0865784393469e-4,0.00141318157294766,0.8142857142857143,0.5,0.5,marl_xgb_Random_topology_cic_detection_metrics_0.1_normal_dos_reconnaissance_loss50.csv,MARL
cic,Random,0.1,4,0.6689445674406849,0.9880905094353596,0.5123561302394426,0.6748047099500224,0.85,0,0,marl_xgb_Random_topology_cic_detection_metrics_0.1_normal_exploits_loss0.csv,MARL
cic,Random,0.1,4,0.6256933165455166,0.9574703500144636,0.46219502403502094,0.6234399169368338,1.05,0.1,0.1,marl_xgb_Random_topology_cic_detection_metrics_0.1_normal_exploits_loss10.csv,MARL
cic,Random,0.1,4,0.3296021006613713,0,0,0,0.8500000000000001,0.3,0.3,marl_xgb_Random_topology_cic_detection_metrics_0.1_normal_exploits_loss30.csv,MARL
cic,Random,0.1,4,0.7855855687184936,0.9083493664306762,0.7564974847882928,0.8254981658051221,0.7999999999999999,0.5,0.5,marl_xgb_Random_topology_cic_detection_metrics_0.1_normal_exploits_loss50.csv,MARL
cic,Random,0.1,3,0.33333957415737175,0.8754113775270334,0.00650010298229751,0.01290438832367698,0.9,0,0,marl_xgb_Random_topology_cic_detection_metrics_0.1_normal_fuzzers_loss0.csv,MARL
cic,Random,0.1,4,0.3332389408697524,0.8381201044386423,0.00672352220403062,0.01334002874409101,0.85,0.1,0.1,marl_xgb_Random_topology_cic_detection_metrics_0.1_normal_fuzzers_loss10.csv,MARL
cic,Random,0.1,3,0.3304165281983833,0.5950819672131148,0.00380161769480236,0.00755497126127782,0.8333333333333334,0.3,0.3,marl_xgb_Random_topology_cic_detection_metrics_0.1_normal_fuzzers_loss30.csv,MARL
cic,Random,0.1,3,0.5099346117661376,0.9936195564438636,0.27073173286042934,0.4255215249048032,0.7666666666666666,0.5,0.5,marl_xgb_Random_topology_cic_detection_metrics_0.1_normal_fuzzers_loss50.csv,MARL
cic,Random,0.3,7,0.32939849377711833,0.2395209580838323,1.3963701358319e-4,2.7911130959026e-4,0.8714285714285716,0,0,marl_xgb_Random_topology_cic_detection_metrics_0.3_normal_dos_reconnaissance_loss0.csv,MARL
cic,Random,0.3,9,0.3336063693850136,0.967741935483871,0.00617893785105617,0.01227947246831271,1.0333333333333332,0.1,0.1,marl_xgb_Random_topology_cic_detection_metrics_0.3_normal_dos_reconnaissance_loss10.csv,MARL
cic,Random,0.3,8,0.3295482735540401,0.3904761904761905,1.4312793892277e-4,2.8615099001263e-4,0.95,0.3,0.3,marl_xgb_Random_topology_cic_detection_metrics_0.3_normal_dos_reconnaissance_loss30.csv,MARL
cic,Random,0.3,8,0.333369998174559,1,0.00562038979672341,0.01117795512849441,0.875,0.5,0.5,marl_xgb_Random_topology_cic_detection_metrics_0.3_normal_dos_reconnaissance_loss50.csv,MARL
cic,Random,0.3,9,0.6520685991378301,0.9288559939245296,0.5209054063960734,0.6674837789055319,0.8777777777777778,0,0,marl_xgb_Random_topology_cic_detection_metrics_0.3_normal_exploits_loss0.csv,MARL
cic,Random,0.3,7,0.33285513019139046,0.8732545649838883,0.00567624460215669,0.01127917341555707,0.8714285714285717,0.1,0.1,marl_xgb_Random_topology_cic_detection_metrics_0.3_normal_exploits_loss10.csv,MARL
cic,Random,0.3,7,0.3477839613942625,0.9267274524881908,0.02944944616469487,0.05708485586682906,0.9571428571428572,0.3,0.3,marl_xgb_Random_topology_cic_detection_metrics_0.3_normal_exploits_loss30.csv,MARL
cic,Random,0.3,9,0.3183686173922405,0.04785229841748304,8.8669503625325e-4,0.00174112727708943,0.8555555555555556,0.5,0.5,marl_xgb_Random_topology_cic_detection_metrics_0.3_normal_exploits_loss50.csv,MARL
cic,Random,0.3,8,0.32941721624923354,0,0,0,0.8500000000000001,0,0,marl_xgb_Random_topology_cic_detection_metrics_0.3_normal_fuzzers_loss0.csv,MARL
cic,Random,0.3,8,0.3799281057070776,0.9898405466970388,0.0758473348530495,0.14089822863942775,0.875,0.1,0.1,marl_xgb_Random_topology_cic_detection_metrics_0.3_normal_fuzzers_loss10.csv,MARL
cic,Random,0.3,8,0.3332951082860981,0.9805115712545676,0.00562038979672341,0.01117671356026921,0.925,0.3,0.3,marl_xgb_Random_topology_cic_detection_metrics_0.3_normal_fuzzers_loss30.csv,MARL
cic,Random,0.3,9,0.32857938562207756,0.2258469259723965,6.2836656112435e-4,0.00125324625592681,0.9444444444444444,0.5,0.5,marl_xgb_Random_topology_cic_detection_metrics_0.3_normal_fuzzers_loss50.csv,MARL
cic,Random,0.5,10,0.6366412821148905,0.9552002664668164,0.48053285484383346,0.6394017163494479,0.8,0,0,marl_xgb_Random_topology_cic_detection_metrics_0.5_normal_dos_reconnaissance_loss0.csv,MARL
cic,Random,0.5,10,0.4625597363875926,0.8866129515202656,0.2274093493962445,0.3619749340845884,0.86,0.1,0.1,marl_xgb_Random_topology_cic_detection_metrics_0.5_normal_dos_reconnaissance_loss10.csv,MARL
cic,Random,0.5,11,0.3310179876150847,0.7962781586679726,0.00283812230107834,0.00565608498737294,0.9545454545454544,0.3,0.3,marl_xgb_Random_topology_cic_detection_metrics_0.5_normal_dos_reconnaissance_loss30.csv,MARL
cic,Random,0.5,10,0.33336531755653015,0.9987593052109182,0.00562038979672341,0.01117787752239914,0.78,0.5,0.5,marl_xgb_Random_topology_cic_detection_metrics_0.5_normal_dos_reconnaissance_loss50.csv,MARL
cic,Random,0.5,10,0.6932088913020075,0.9655191011235956,0.5624613816384308,0.7108300318530348,0.8799999999999999,0,0,marl_xgb_Random_topology_cic_detection_metrics_0.5_normal_exploits_loss0.csv,MARL
cic,Random,0.5,10,0.32887894517592103,0,0,0,0.96,0.1,0.1,marl_xgb_Random_topology_cic_detection_metrics_0.5_normal_exploits_loss10.csv,MARL
cic,Random,0.5,10,0.5171263813673957,0.9919691536912422,0.28200393078193237,0.43916029932616274,0.94,0.3,0.3,marl_xgb_Random_topology_cic_detection_metrics_0.5_normal_exploits_loss30.csv,MARL
cic,Random,0.5,10,0.5201243172148451,0.999840363480076,0.28423812299926343,0.4426407750100574,0.86,0.5,0.5,marl_xgb_Random_topology_cic_detection_metrics_0.5_normal_exploits_loss50.csv,MARL
cic,Random,0.5,11,0.42043417412835193,0.9314361938639396,0.14625580802703372,0.25281426032700033,0.8818181818181817,0,0,marl_xgb_Random_topology_cic_detection_metrics_0.5_normal_fuzzers_loss0.csv,MARL
cic,Random,0.5,10,0.3295716766441841,0,0,0,0.8,0.1,0.1,marl_xgb_Random_topology_cic_detection_metrics_0.5_normal_fuzzers_loss10.csv,MARL
cic,Random,0.5,10,0.3280808998020099,0,0,0,0.9200000000000002,0.3,0.3,marl_xgb_Random_topology_cic_detection_metrics_0.5_normal_fuzzers_loss30.csv,MARL
cic,Random,0.5,10,0.3298010269275955,0.5677830940988836,0.00124276942089039,0.00248011035097741,0.94,0.5,0.5,marl_xgb_Random_topology_cic_detection_metrics_0.5_normal_fuzzers_loss50.csv,MARL
cic,Random,1,8,0.4694145014907769,0.9986478139659116,0.20883413566434056,0.34543249797898146,0.775,0,0,marl_xgb_Random_topology_cic_detection_metrics_1.0_normal_dos_reconnaissance_loss0.csv,MARL
cic,Random,1,8,0.33230749788202035,0.9906621392190152,0.00407390987128958,0.00811445060580249,0.9,0.1,0.1,marl_xgb_Random_topology_cic_detection_metrics_1.0_normal_dos_reconnaissance_loss10.csv,MARL
cic,Random,1,8,0.33141584014753306,0.9754601226993864,0.00277528564496591,0.00553482413879528,1,0.3,0.3,marl_xgb_Random_topology_cic_detection_metrics_1.0_normal_dos_reconnaissance_loss30.csv,MARL
cic,Random,1,8,0.3335314794965527,0.992953611274222,0.00590315474922937,0.01173653525818989,0.975,0.5,0.5,marl_xgb_Random_topology_cic_detection_metrics_1.0_normal_dos_reconnaissance_loss50.csv,MARL
cic,Random,1,7,0.5057852438836024,0.950887616492178,0.2771166353065207,0.4291626457334857,0.7571428571428571,0,0,marl_xgb_Random_topology_cic_detection_metrics_1.0_normal_exploits_loss0.csv,MARL
cic,Random,1,8,0.3295716766441841,0,0,0,0.925,0.1,0.1,marl_xgb_Random_topology_cic_detection_metrics_1.0_normal_exploits_loss10.csv,MARL
cic,Random,1,8,0.3356728622447308,0.8258793969849246,0.01147467159119867,0.02263485712908479,0.975,0.3,0.3,marl_xgb_Random_topology_cic_detection_metrics_1.0_normal_exploits_loss30.csv,MARL
cic,Random,1,7,0.3335314794965527,0.992953611274222,0.00590315474922937,0.01173653525818989,0.9000000000000001,0.5,0.5,marl_xgb_Random_topology_cic_detection_metrics_1.0_normal_exploits_loss50.csv,MARL
cic,Random,1,8,0.3144907253553759,0.26674373238927823,0.01288849635372848,0.02458890835103797,0.875,0,0,marl_xgb_Random_topology_cic_detection_metrics_1.0_normal_fuzzers_loss0.csv,MARL
cic,Random,1,9,0.3296138022064433,0.5062034739454094,7.1214876927427e-4,0.0014222965906714,0.9222222222222224,0.1,0.1,marl_xgb_Random_topology_cic_detection_metrics_1.0_normal_fuzzers_loss10.csv,MARL
cic,Random,1,7,0.3316100857957285,0.7215909090909091,0.00487682269939292,0.00968816857552021,0.9285714285714286,0.3,0.3,marl_xgb_Random_topology_cic_detection_metrics_1.0_normal_fuzzers_loss30.csv,MARL
cic,Random,1,8,0.3332670245779253,0.6345823306978343,0.01288849635372848,0.0252638781969036,0.9,0.5,0.5,marl_xgb_Random_topology_cic_detection_metrics_1.0_normal_fuzzers_loss50.csv,MARL
cic,Random,2,10,0.32899128000861233,0.11730205278592376,1.3963701358319e-4,2.7894197309604e-4,0.82,0,0,marl_xgb_Random_topology_cic_detection_metrics_2.0_normal_dos_reconnaissance_loss0.csv,MARL
cic,Random,2,10,0.33189092287745675,0.9461678832116788,0.00362008957714421,0.00721258341940442,0.9,0.1,0.1,marl_xgb_Random_topology_cic_detection_metrics_2.0_normal_dos_reconnaissance_loss10.csv,MARL
cic,Random,2,11,0.33007250277326616,0.8150470219435737,9.0764058829073e-4,0.00181326191871007,0.8818181818181816,0.3,0.3,marl_xgb_Random_topology_cic_detection_metrics_2.0_normal_dos_reconnaissance_loss30.csv,MARL
cic,Random,2,10,0.3306809831170108,0.8967297762478486,0.00181877210192105,0.00363018136971411,0.92,0.5,0.5,marl_xgb_Random_topology_cic_detection_metrics_2.0_normal_dos_reconnaissance_loss50.csv,MARL
cic,Random,2,10,0.3336063693850136,0.967741935483871,0.00617893785105617,0.01227947246831271,0.86,0,0,marl_xgb_Random_topology_cic_detection_metrics_2.0_normal_exploits_loss0.csv,MARL
cic,Random,2,9,0.32899596062664116,0,0,0,1.0555555555555556,0.1,0.1,marl_xgb_Random_topology_cic_detection_metrics_2.0_normal_exploits_loss10.csv,MARL
cic,Random,2,10,0.3308167210398461,0.829733163913596,0.00227957424674558,0.0045466571973653,0.98,0.3,0.3,marl_xgb_Random_topology_cic_detection_metrics_2.0_normal_exploits_loss30.csv,MARL
cic,Random,2,10,0.32991336176028685,0.5623242736644799,0.00209455520374785,0.00417356464156035,0.94,0.5,0.5,marl_xgb_Random_topology_cic_detection_metrics_2.0_normal_exploits_loss50.csv,MARL
cic,Random,2,10,0.3340440071707068,0.9571290944123314,0.00693646864974498,0.01377312127209019,0.8200000000000001,0,0,marl_xgb_Random_topology_cic_detection_metrics_2.0_normal_fuzzers_loss0.csv,MARL
cic,Random,2,10,0.3339316723380155,0.9817708333333334,0.00658039426510785,0.01307316464211778,0.8600000000000001,0.1,0.1,marl_xgb_Random_topology_cic_detection_metrics_2.0_normal_fuzzers_loss10.csv,MARL
cic,Random,2,9,0.3325859946547342,1,0.00445092980796419,0.00886241363491026,0.922222222222222,0.3,0.3,marl_xgb_Random_topology_cic_detection_metrics_2.0_normal_fuzzers_loss30.csv,MARL
cic,Random,2,9,0.3295763572622129,0,0,0,0.8777777777777778,0.5,0.5,marl_xgb_Random_topology_cic_detection_metrics_2.0_normal_fuzzers_loss50.csv,MARL
ton,Random,0.1,6,0.9614219253250628,1,0.17542070372259053,0.2984815618221258,0.9333333333333336,0,0,marl_xgb_Random_topology_ton_detection_metrics_0.1_normal_dos_reconnaissance_loss0.csv,MARL
ton,Random,0.1,5,1,1,1,1,0.9,0.1,0.1,marl_xgb_Random_topology_ton_detection_metrics_0.1_normal_dos_reconnaissance_loss10.csv,MARL
ton,Random,0.1,5,1,1,1,1,0.94,0.3,0.3,marl_xgb_Random_topology_ton_detection_metrics_0.1_normal_dos_reconnaissance_loss30.csv,MARL
ton,Random,0.1,5,0.9986639627818203,0.9722359940505702,1,0.9859225741578682,0.8200000000000001,0.5,0.5,marl_xgb_Random_topology_ton_detection_metrics_0.1_normal_dos_reconnaissance_loss50.csv,MARL
ton,Random,0.1,5,0.4964093999761422,0.08500585200918982,1,0.15669196963643628,0.94,0,0,marl_xgb_Random_topology_ton_detection_metrics_0.1_normal_exploits_loss0.csv,MARL
ton,Random,0.1,6,0.04678516044375522,0.04678516044375522,1,0.0893882760506883,0.9,0.1,0.1,marl_xgb_Random_topology_ton_detection_metrics_0.1_normal_exploits_loss10.csv,MARL
ton,Random,0.1,5,1,1,1,1,0.98,0.3,0.3,marl_xgb_Random_topology_ton_detection_metrics_0.1_normal_exploits_loss30.csv,MARL
ton,Random,0.1,6,1,1,1,1,0.9666666666666668,0.5,0.5,marl_xgb_Random_topology_ton_detection_metrics_0.1_normal_exploits_loss50.csv,MARL
ton,Random,0.1,8,1,1,1,1,0.75,0,0,marl_xgb_Random_topology_ton_detection_metrics_0.1_normal_fuzzers_loss0.csv,MARL
ton,Random,0.1,8,1,1,1,1,0.9,0.1,0.1,marl_xgb_Random_topology_ton_detection_metrics_0.1_normal_fuzzers_loss10.csv,MARL
ton,Random,0.1,8,1,1,1,1,1,0.3,0.3,marl_xgb_Random_topology_ton_detection_metrics_0.1_normal_fuzzers_loss30.csv,MARL
ton,Random,0.1,8,1,1,1,1,0.975,0.5,0.5,marl_xgb_Random_topology_ton_detection_metrics_0.1_normal_fuzzers_loss50.csv,MARL
ton,Random,0.3,9,1,1,1,1,0.8333333333333335,0,0,marl_xgb_Random_topology_ton_detection_metrics_0.3_normal_dos_reconnaissance_loss0.csv,MARL
ton,Random,0.3,10,0.8588810688297746,0.2381456953642384,0.9168791432942376,0.3780885290716013,0.9399999999999998,0.1,0.1,marl_xgb_Random_topology_ton_detection_metrics_0.3_normal_dos_reconnaissance_loss10.csv,MARL
ton,Random,0.3,11,1,1,1,1,0.9,0.3,0.3,marl_xgb_Random_topology_ton_detection_metrics_0.3_normal_dos_reconnaissance_loss30.csv,MARL
ton,Random,0.3,10,0.9990695455087676,0.9938335046248716,0.9862315145334012,0.9900179165600204,0.94,0.5,0.5,marl_xgb_Random_topology_ton_detection_metrics_0.3_normal_dos_reconnaissance_loss50.csv,MARL
ton,Random,0.3,7,1,1,1,1,0.9571428571428572,0,0,marl_xgb_Random_topology_ton_detection_metrics_0.3_normal_exploits_loss0.csv,MARL
ton,Random,0.3,8,1,1,1,1,0.9,0.1,0.1,marl_xgb_Random_topology_ton_detection_metrics_0.3_normal_exploits_loss10.csv,MARL
ton,Random,0.3,8,1,1,1,1,0.775,0.3,0.3,marl_xgb_Random_topology_ton_detection_metrics_0.3_normal_exploits_loss30.csv,MARL
ton,Random,0.3,9,1,1,1,1,0.8777777777777778,0.5,0.5,marl_xgb_Random_topology_ton_detection_metrics_0.3_normal_exploits_loss50.csv,MARL
ton,Random,0.3,9,1,1,1,1,0.9444444444444444,0,0,marl_xgb_Random_topology_ton_detection_metrics_0.3_normal_fuzzers_loss0.csv,MARL
ton,Random,0.3,10,1,1,1,1,0.86,0.1,0.1,marl_xgb_Random_topology_ton_detection_metrics_0.3_normal_fuzzers_loss10.csv,MARL
ton,Random,0.3,10,1,1,1,1,0.9,0.3,0.3,marl_xgb_Random_topology_ton_detection_metrics_0.3_normal_fuzzers_loss30.csv,MARL
ton,Random,0.3,9,1,1,1,1,0.8777777777777778,0.5,0.5,marl_xgb_Random_topology_ton_detection_metrics_0.3_normal_fuzzers_loss50.csv,MARL
ton,Random,0.5,10,1,1,1,1,0.8400000000000001,0,0,marl_xgb_Random_topology_ton_detection_metrics_0.5_normal_dos_reconnaissance_loss0.csv,MARL
ton,Random,0.5,11,1,1,1,1,0.8818181818181817,0.1,0.1,marl_xgb_Random_topology_ton_detection_metrics_0.5_normal_dos_reconnaissance_loss10.csv,MARL
ton,Random,0.5,11,1,1,1,1,0.8454545454545453,0.3,0.3,marl_xgb_Random_topology_ton_detection_metrics_0.5_normal_dos_reconnaissance_loss30.csv,MARL
ton,Random,0.5,10,1,1,1,1,0.8799999999999999,0.5,0.5,marl_xgb_Random_topology_ton_detection_metrics_0.5_normal_dos_reconnaissance_loss50.csv,MARL
ton,Random,0.5,10,1,1,1,1,0.98,0,0,marl_xgb_Random_topology_ton_detection_metrics_0.5_normal_exploits_loss0.csv,MARL
ton,Random,0.5,10,1,1,1,1,0.9,0.1,0.1,marl_xgb_Random_topology_ton_detection_metrics_0.5_normal_exploits_loss10.csv,MARL
ton,Random,0.5,10,1,1,1,1,0.9999999999999998,0.3,0.3,marl_xgb_Random_topology_ton_detection_metrics_0.5_normal_exploits_loss30.csv,MARL
ton,Random,0.5,10,1,1,1,1,0.98,0.5,0.5,marl_xgb_Random_topology_ton_detection_metrics_0.5_normal_exploits_loss50.csv,MARL
ton,Random,0.5,10,1,1,1,1,0.8800000000000001,0,0,marl_xgb_Random_topology_ton_detection_metrics_0.5_normal_fuzzers_loss0.csv,MARL
ton,Random,0.5,11,1,1,1,1,0.881818181818182,0.1,0.1,marl_xgb_Random_topology_ton_detection_metrics_0.5_normal_fuzzers_loss10.csv,MARL
ton,Random,0.5,10,1,1,1,1,0.8799999999999999,0.3,0.3,marl_xgb_Random_topology_ton_detection_metrics_0.5_normal_fuzzers_loss30.csv,MARL
ton,Random,0.5,10,0.5894071334844327,0.1022899170622294,1,0.18559530569752036,0.9399999999999998,0.5,0.5,marl_xgb_Random_topology_ton_detection_metrics_0.5_normal_fuzzers_loss50.csv,MARL
ton,Random,1,10,1,1,1,1,0.82,0,0,marl_xgb_Random_topology_ton_detection_metrics_1.0_normal_dos_reconnaissance_loss0.csv,MARL
ton,Random,1,9,1,1,1,1,0.8777777777777779,0.1,0.1,marl_xgb_Random_topology_ton_detection_metrics_1.0_normal_dos_reconnaissance_loss10.csv,MARL
ton,Random,1,10,1,1,1,1,0.9,0.3,0.3,marl_xgb_Random_topology_ton_detection_metrics_1.0_normal_dos_reconnaissance_loss30.csv,MARL
ton,Random,1,10,1,1,1,1,0.9,0.5,0.5,marl_xgb_Random_topology_ton_detection_metrics_1.0_normal_dos_reconnaissance_loss50.csv,MARL
ton,Random,1,9,1,1,1,1,0.9666666666666666,0,0,marl_xgb_Random_topology_ton_detection_metrics_1.0_normal_exploits_loss0.csv,MARL
ton,Random,1,11,1,1,1,1,0.918181818181818,0.1,0.1,marl_xgb_Random_topology_ton_detection_metrics_1.0_normal_exploits_loss10.csv,MARL
ton,Random,1,10,0.948156984373136,0.4519056261343013,0.50790413054564,0.4782713085234094,0.8800000000000001,0.3,0.3,marl_xgb_Random_topology_ton_detection_metrics_1.0_normal_exploits_loss30.csv,MARL
ton,Random,1,11,1,1,1,1,0.918181818181818,0.5,0.5,marl_xgb_Random_topology_ton_detection_metrics_1.0_normal_exploits_loss50.csv,MARL
ton,Random,1,10,1,1,1,1,0.92,0,0,marl_xgb_Random_topology_ton_detection_metrics_1.0_normal_fuzzers_loss0.csv,MARL
ton,Random,1,9,1,1,1,1,0.922222222222222,0.1,0.1,marl_xgb_Random_topology_ton_detection_metrics_1.0_normal_fuzzers_loss10.csv,MARL
ton,Random,1,10,1,1,1,1,0.94,0.3,0.3,marl_xgb_Random_topology_ton_detection_metrics_1.0_normal_fuzzers_loss30.csv,MARL
ton,Random,1,10,1,1,1,1,0.96,0.5,0.5,marl_xgb_Random_topology_ton_detection_metrics_1.0_normal_fuzzers_loss50.csv,MARL
ton,Random,2,10,0.9083144459024216,0.33697158697158697,0.9918408975012748,0.5030389240915556,0.9,0,0,marl_xgb_Random_topology_ton_detection_metrics_2.0_normal_dos_reconnaissance_loss0.csv,MARL
ton,Random,2,10,0.19525229631396876,0.05469275622336847,0.9949005609382968,0.1036855950894162,0.96,0.1,0.1,marl_xgb_Random_topology_ton_detection_metrics_2.0_normal_dos_reconnaissance_loss10.csv,MARL
ton,Random,2,9,1,1,1,1,0.8555555555555556,0.3,0.3,marl_xgb_Random_topology_ton_detection_metrics_2.0_normal_dos_reconnaissance_loss30.csv,MARL
ton,Random,2,10,1,1,1,1,0.96,0.5,0.5,marl_xgb_Random_topology_ton_detection_metrics_2.0_normal_dos_reconnaissance_loss50.csv,MARL
ton,Random,2,11,1,1,1,1,0.8454545454545453,0,0,marl_xgb_Random_topology_ton_detection_metrics_2.0_normal_exploits_loss0.csv,MARL
