Dataset,Topology,Alpha,Agents,Accuracy,Precision,Recall,F1,PacketLossSimulated,PacketLossScenario,SourceFile,Approach
unsw,FullyConnected,2,10,0.5236514522821577,0.14642357694100586,0.37270929466051417,0.21024840101145323,0,0,hdfl_xgb_FullyConnected_topology_unsw_detection_metrics_2.0_normal_dos_reconnaissance_loss0.csv,HDFL
unsw,FullyConnected,2,10,0.17012448132780084,0.17012448132780084,1,0.2907801418439716,0.1,0.1,hdfl_xgb_FullyConnected_topology_unsw_detection_metrics_2.0_normal_dos_reconnaissance_loss10.csv,HDFL
unsw,FullyConnected,2,10,0.6348996299203769,0.19145311279903457,0.35557020435069214,0.24889258028792913,0.3,0.3,hdfl_xgb_FullyConnected_topology_unsw_detection_metrics_2.0_normal_dos_reconnaissance_loss30.csv,HDFL
unsw,FullyConnected,2,10,0.5236514522821577,0.14642357694100586,0.37270929466051417,0.21024840101145323,0.5,0.5,hdfl_xgb_FullyConnected_topology_unsw_detection_metrics_2.0_normal_dos_reconnaissance_loss50.csv,HDFL
unsw,FullyConnected,2,10,0.5383113105626195,0.24680365296803652,0.4855371900826446,0.3272584160813756,0,0,hdfl_xgb_FullyConnected_topology_unsw_detection_metrics_2.0_normal_exploits_loss0.csv,HDFL
unsw,FullyConnected,2,10,0.647884982963517,0.3560823517767,0.6463348904060366,0.45918692960622887,0.1,0.1,hdfl_xgb_FullyConnected_topology_unsw_detection_metrics_2.0_normal_exploits_loss10.csv,HDFL
unsw,FullyConnected,2,10,0.5446896035901272,0.24887046439051655,0.4799676607977003,0.3277813564001104,0.3,0.3,hdfl_xgb_FullyConnected_topology_unsw_detection_metrics_2.0_normal_exploits_loss30.csv,HDFL
unsw,FullyConnected,2,10,0.23128064489321035,0.23128064489321035,1,0.37567494600431967,0.5,0.5,hdfl_xgb_FullyConnected_topology_unsw_detection_metrics_2.0_normal_exploits_loss50.csv,HDFL
cic,Random,0.1,5,0.33110223873960315,0.9863429438543247,0.00226910147072684,0.004527786678555,0,0,hdfl_xgb_Random_topology_cic_detection_metrics_0.1_normal_dos_reconnaissance_loss0.csv,HDFL
cic,Random,0.1,5,0.4198069713124921,0.9989385388080568,0.13469735422768514,0.23738552923407255,0.1,0.1,hdfl_xgb_Random_topology_cic_detection_metrics_0.1_normal_dos_reconnaissance_loss10.csv,HDFL
cic,Random,0.1,5,0.3392886396719823,0.9947406167822136,0.01452574033799139,0.02863336085879438,0.3,0.3,hdfl_xgb_Random_topology_cic_detection_metrics_0.1_normal_dos_reconnaissance_loss30.csv,HDFL
cic,Random,0.1,5,0.43861369455222865,0.9997639586283852,0.1626457024963607,0.2797762558585716,0.5,0.5,hdfl_xgb_Random_topology_cic_detection_metrics_0.1_normal_dos_reconnaissance_loss50.csv,HDFL
cic,Random,0.1,4,0.7541435171099992,0.9932351597676896,0.6376105314235645,0.7766488288483657,0,0,hdfl_xgb_Random_topology_cic_detection_metrics_0.1_normal_exploits_loss0.csv,HDFL
cic,Random,0.1,4,0.6805220761349329,0.9984244116473872,0.5242776402741075,0.6875298997200585,0.1,0.1,hdfl_xgb_Random_topology_cic_detection_metrics_0.1_normal_exploits_loss10.csv,HDFL
cic,Random,0.1,4,0.5468389446142469,0.9975130777806364,0.32485154839993435,0.49009730213696023,0.3,0.3,hdfl_xgb_Random_topology_cic_detection_metrics_0.1_normal_exploits_loss30.csv,HDFL
cic,Random,0.1,4,0.8224313938412428,0.9983670416948688,0.7363339000268802,0.8475599220460892,0.5,0.5,hdfl_xgb_Random_topology_cic_detection_metrics_0.1_normal_exploits_loss50.csv,HDFL
cic,Random,0.1,5,0.3712642817357604,0.987565731814198,0.06293789294728354,0.118334301457437,0,0,hdfl_xgb_Random_topology_cic_detection_metrics_0.1_normal_fuzzers_loss0.csv,HDFL
cic,Random,0.1,5,0.3408613273296606,0.9603827751196172,0.01751746335401124,0.03440733401444038,0.1,0.1,hdfl_xgb_Random_topology_cic_detection_metrics_0.1_normal_fuzzers_loss10.csv,HDFL
cic,Random,0.1,5,0.33912949865900294,0.9420195439739414,0.01514363412309701,0.02980808212683208,0.3,0.3,hdfl_xgb_Random_topology_cic_detection_metrics_0.1_normal_fuzzers_loss30.csv,HDFL
cic,Random,0.1,5,0.4631377927141499,0.9960358167434582,0.19998463992850585,0.3330910655518472,0.5,0.5,hdfl_xgb_Random_topology_cic_detection_metrics_0.1_normal_fuzzers_loss50.csv,HDFL
cic,Random,0.3,8,0.34450518846508493,0.9603817235396184,0.02318672610548878,0.04528024051293064,0,0,hdfl_xgb_Random_topology_cic_detection_metrics_0.3_normal_dos_reconnaissance_loss0.csv,HDFL
cic,Random,0.3,8,0.36977116458457177,0.9833295787339492,0.06095155642906265,0.1147879939384576,0.1,0.1,hdfl_xgb_Random_topology_cic_detection_metrics_0.3_normal_dos_reconnaissance_loss10.csv,HDFL
cic,Random,0.3,8,0.3612711622442627,0.983078680565472,0.04806655100067375,0.09165188392580784,0.3,0.3,hdfl_xgb_Random_topology_cic_detection_metrics_0.3_normal_dos_reconnaissance_loss30.csv,HDFL
cic,Random,0.3,8,0.5332043042963392,0.9974270423566004,0.3044889808941656,0.4665516641927762,0.5,0.5,hdfl_xgb_Random_topology_cic_detection_metrics_0.3_normal_dos_reconnaissance_loss50.csv,HDFL
cic,Random,0.3,8,0.5195837058325181,0.9963922316798748,0.284416160191582,0.4425174825174825,0,0,hdfl_xgb_Random_topology_cic_detection_metrics_0.3_normal_exploits_loss0.csv,HDFL
cic,Random,0.3,8,0.40289355806540694,0.9917098445595854,0.11024691314926847,0.1984341914282663,0.1,0.1,hdfl_xgb_Random_topology_cic_detection_metrics_0.3_normal_exploits_loss10.csv,HDFL
cic,Random,0.3,8,0.5113153940846349,0.9960644510036928,0.2721281029962612,0.4274699905132185,0.3,0.3,hdfl_xgb_Random_topology_cic_detection_metrics_0.3_normal_exploits_loss30.csv,HDFL
cic,Random,0.3,8,0.496288269903158,0.996555955269249,0.2494999249451052,0.39908424652753544,0.5,0.5,hdfl_xgb_Random_topology_cic_detection_metrics_0.3_normal_exploits_loss50.csv,HDFL
cic,Random,0.3,7,0.39648579198397355,0.9864510638297872,0.10115654356500278,0.18349628916639227,0,0,hdfl_xgb_Random_topology_cic_detection_metrics_0.3_normal_fuzzers_loss0.csv,HDFL
cic,Random,0.3,7,0.42245854142580985,0.991965282083075,0.13964050450853008,0.24481764601477435,0.1,0.1,hdfl_xgb_Random_topology_cic_detection_metrics_0.3_normal_fuzzers_loss10.csv,HDFL
cic,Random,0.3,7,0.4381315908952618,0.9943290836993136,0.16281675783800012,0.2798150964564154,0.3,0.3,hdfl_xgb_Random_topology_cic_detection_metrics_0.3_normal_fuzzers_loss30.csv,HDFL
cic,Random,0.3,7,0.5431833819337505,0.9956874076648996,0.3199747257005414,0.4843109747881843,0.5,0.5,hdfl_xgb_Random_topology_cic_detection_metrics_0.3_normal_fuzzers_loss50.csv,HDFL
cic,Random,0.5,10,0.42152007751103454,0.9943610915315678,0.1378915509134006,0.2421968171046137,0,0,hdfl_xgb_Random_topology_cic_detection_metrics_0.5_normal_dos_reconnaissance_loss0.csv,HDFL
cic,Random,0.5,10,0.35245755849602384,0.9691583397386626,0.03521296390034106,0.0679568153874657,0.1,0.1,hdfl_xgb_Random_topology_cic_detection_metrics_0.5_normal_dos_reconnaissance_loss10.csv,HDFL
cic,Random,0.5,10,0.35700009829297863,0.9785790205216254,0.04178288538943017,0.08014382901221341,0.3,0.3,hdfl_xgb_Random_topology_cic_detection_metrics_0.5_normal_dos_reconnaissance_loss30.csv,HDFL
cic,Random,0.5,10,0.5142922671509547,0.9481221537028834,0.29143990197481645,0.4458358922325172,0.5,0.5,hdfl_xgb_Random_topology_cic_detection_metrics_0.5_normal_dos_reconnaissance_loss50.csv,HDFL
cic,Random,0.5,10,0.3438405407049947,0.9578567128236002,0.0222162488610856,0.04342530390547968,0,0,hdfl_xgb_Random_topology_cic_detection_metrics_0.5_normal_exploits_loss0.csv,HDFL
cic,Random,0.5,10,0.3318511376242119,0.933273219116321,0.00361310772646505,0.00719834750978905,0.1,0.1,hdfl_xgb_Random_topology_cic_detection_metrics_0.5_normal_exploits_loss10.csv,HDFL
cic,Random,0.5,10,0.3922989791572079,0.9872680974899964,0.09474371371619476,0.172895425023969,0.3,0.3,hdfl_xgb_Random_topology_cic_detection_metrics_0.5_normal_exploits_loss30.csv,HDFL
cic,Random,0.5,10,0.3447813449287844,0.9648795871559632,0.02349741846071138,0.04587759386299427,0.5,0.5,hdfl_xgb_Random_topology_cic_detection_metrics_0.5_normal_exploits_loss50.csv,HDFL
cic,Random,0.5,10,0.3610769165960674,0.9818012466862506,0.04783614992826148,0.09122743946686904,0,0,hdfl_xgb_Random_topology_cic_detection_metrics_0.5_normal_fuzzers_loss0.csv,HDFL
cic,Random,0.5,10,0.42412250113504985,0.994199990210954,0.14181884192042785,0.24822879209578425,0.1,0.1,hdfl_xgb_Random_topology_cic_detection_metrics_0.5_normal_fuzzers_loss10.csv,HDFL
cic,Random,0.5,10,0.36567094319133897,0.98156480439945,0.05483196430877932,0.10386201104943148,0.3,0.3,hdfl_xgb_Random_topology_cic_detection_metrics_0.5_normal_fuzzers_loss30.csv,HDFL
cic,Random,0.5,10,0.47810640917026687,0.9322017736244874,0.2388910028381223,0.3803193410880717,0.5,0.5,hdfl_xgb_Random_topology_cic_detection_metrics_0.5_normal_fuzzers_loss50.csv,HDFL
cic,Random,1,8,0.33007250277326616,0.6183745583038869,0.00183273580327937,0.00365464000055689,0,0,hdfl_xgb_Random_topology_cic_detection_metrics_1.0_normal_dos_reconnaissance_loss0.csv,HDFL
cic,Random,1,8,0.5192373400983866,0.9962276167846555,0.2839448852707387,0.4419306552785496,0.1,0.1,hdfl_xgb_Random_topology_cic_detection_metrics_1.0_normal_dos_reconnaissance_loss10.csv,HDFL
cic,Random,1,8,0.4264862132395962,0.9925518751189796,0.14560998683921147,0.2539629384956817,0.3,0.3,hdfl_xgb_Random_topology_cic_detection_metrics_1.0_normal_dos_reconnaissance_loss30.csv,HDFL
cic,Random,1,8,0.5196375329398494,0.9965025130544312,0.2844650331463361,0.44258751323900825,0.5,0.5,hdfl_xgb_Random_topology_cic_detection_metrics_1.0_normal_dos_reconnaissance_loss50.csv,HDFL
cic,Random,1,8,0.4917199867070448,0.996573476702509,0.24265771127952887,0.390284300982294,0,0,hdfl_xgb_Random_topology_cic_detection_metrics_1.0_normal_exploits_loss0.csv,HDFL
cic,Random,1,8,0.5116219745655216,0.9956663607627204,0.2726971238266127,0.4281349253109646,0.1,0.1,hdfl_xgb_Random_topology_cic_detection_metrics_1.0_normal_exploits_loss10.csv,HDFL
cic,Random,1,8,0.331130322447776,0.7576953433307024,0.00335128832599657,0.00667306168411394,0.3,0.3,hdfl_xgb_Random_topology_cic_detection_metrics_1.0_normal_exploits_loss30.csv,HDFL
cic,Random,1,8,0.3976559464911747,0.991947217052952,0.1023434581804599,0.1855435869523942,0.5,0.5,hdfl_xgb_Random_topology_cic_detection_metrics_1.0_normal_exploits_loss50.csv,HDFL
cic,Random,1,8,0.4812494441766091,0.9960194739581738,0.22711262074238017,0.3698841589083931,0,0,hdfl_xgb_Random_topology_cic_detection_metrics_1.0_normal_fuzzers_loss0.csv,HDFL
cic,Random,1,8,0.3713274700791493,0.985724404729472,0.06315433031833748,0.11870345461106918,0.1,0.1,hdfl_xgb_Random_topology_cic_detection_metrics_1.0_normal_fuzzers_loss10.csv,HDFL
cic,Random,1,8,0.4056059762130992,0.9915541563237876,0.11434525949793511,0.2050448995433361,0.3,0.3,hdfl_xgb_Random_topology_cic_detection_metrics_1.0_normal_fuzzers_loss30.csv,HDFL
cic,Random,1,8,0.443968321577181,0.9929389928986444,0.17181636336343675,0.29294248939811024,0.5,0.5,hdfl_xgb_Random_topology_cic_detection_metrics_1.0_normal_fuzzers_loss50.csv,HDFL
cic,Random,2,10,0.4481247103867595,0.9956351536504208,0.17757289924840378,0.30139210243314263,0,0,hdfl_xgb_Random_topology_cic_detection_metrics_2.0_normal_dos_reconnaissance_loss0.csv,HDFL
cic,Random,2,10,0.4684783778850159,0.9934802494802496,0.20852344330911796,0.3446976473100161,0.1,0.1,hdfl_xgb_Random_topology_cic_detection_metrics_2.0_normal_dos_reconnaissance_loss10.csv,HDFL
cic,Random,2,10,0.37274101672384824,0.9855645118803014,0.06530474032751861,0.1224929445583064,0.3,0.3,hdfl_xgb_Random_topology_cic_detection_metrics_2.0_normal_dos_reconnaissance_loss30.csv,HDFL
cic,Random,2,10,0.46816711678610046,0.9947192513368984,0.2077938399131458,0.34377427468329214,0.5,0.5,hdfl_xgb_Random_topology_cic_detection_metrics_2.0_normal_dos_reconnaissance_loss50.csv,HDFL
cic,Random,2,10,0.5682129868427828,0.9975502396080383,0.35680049710776834,0.5256045007148072,0,0,hdfl_xgb_Random_topology_cic_detection_metrics_2.0_normal_exploits_loss0.csv,HDFL
cic,Random,2,10,0.5244515485824748,0.9953828212390224,0.2920019409544888,0.4515413329878459,0.1,0.1,hdfl_xgb_Random_topology_cic_detection_metrics_2.0_normal_exploits_loss10.csv,HDFL
cic,Random,2,10,0.4795363379780666,0.9895317562198178,0.2260409066631292,0.3680152773712464,0.3,0.3,hdfl_xgb_Random_topology_cic_detection_metrics_2.0_normal_exploits_loss30.csv,HDFL
cic,Random,2,10,0.4135209012998076,0.9933410379175608,0.12602240475882942,0.2236685987255227,0.5,0.5,hdfl_xgb_Random_topology_cic_detection_metrics_2.0_normal_exploits_loss50.csv,HDFL
cic,Random,2,10,0.5193941408023516,0.9964615855524946,0.2841124496870385,0.44215661773494286,0,0,hdfl_xgb_Random_topology_cic_detection_metrics_2.0_normal_fuzzers_loss0.csv,HDFL
cic,Random,2,10,0.4658291480807126,0.9959613516691376,0.2040306223970788,0.3386799559599003,0.1,0.1,hdfl_xgb_Random_topology_cic_detection_metrics_2.0_normal_fuzzers_loss10.csv,HDFL
cic,Random,2,10,0.3368196136617879,0.9375709421112371,0.01153401732197153,0.02278769988378549,0.3,0.3,hdfl_xgb_Random_topology_cic_detection_metrics_2.0_normal_fuzzers_loss30.csv,HDFL
cic,Random,2,10,0.3608499066216703,0.983768115942029,0.04739280241013485,0.09042919898620184,0.5,0.5,hdfl_xgb_Random_topology_cic_detection_metrics_2.0_normal_fuzzers_loss50.csv,HDFL
ton,Random,0.1,6,0.18504115471788143,0.05429125138427464,1,0.10299099288359025,0,0,hdfl_xgb_Random_topology_ton_detection_metrics_0.1_normal_dos_reconnaissance_loss0.csv,HDFL
ton,Random,0.1,6,1,1,1,1,0.1,0.1,hdfl_xgb_Random_topology_ton_detection_metrics_0.1_normal_dos_reconnaissance_loss10.csv,HDFL
ton,Random,0.1,6,1,1,1,1,0.3,0.3,hdfl_xgb_Random_topology_ton_detection_metrics_0.1_normal_dos_reconnaissance_loss30.csv,HDFL
ton,Random,0.1,6,0.5265179530001193,0.08992525335901316,1,0.16501178054527096,0.5,0.5,hdfl_xgb_Random_topology_ton_detection_metrics_0.1_normal_dos_reconnaissance_loss50.csv,HDFL
ton,Random,0.1,5,1,1,1,1,0,0,hdfl_xgb_Random_topology_ton_detection_metrics_0.1_normal_exploits_loss0.csv,HDFL
ton,Random,0.1,5,1,1,1,1,0.1,0.1,hdfl_xgb_Random_topology_ton_detection_metrics_0.1_normal_exploits_loss10.csv,HDFL
ton,Random,0.1,5,1,1,1,1,0.3,0.3,hdfl_xgb_Random_topology_ton_detection_metrics_0.1_normal_exploits_loss30.csv,HDFL
ton,Random,0.1,5,1,1,1,1,0.5,0.5,hdfl_xgb_Random_topology_ton_detection_metrics_0.1_normal_exploits_loss50.csv,HDFL
ton,Random,0.1,5,1,1,1,1,0,0,hdfl_xgb_Random_topology_ton_detection_metrics_0.1_normal_fuzzers_loss0.csv,HDFL
ton,Random,0.1,5,1,1,1,1,0.1,0.1,hdfl_xgb_Random_topology_ton_detection_metrics_0.1_normal_fuzzers_loss10.csv,HDFL
ton,Random,0.1,5,0.5375879756650364,0.09172720881181158,0.9979602243753188,0.16801167582417584,0.3,0.3,hdfl_xgb_Random_topology_ton_detection_metrics_0.1_normal_fuzzers_loss30.csv,HDFL
ton,Random,0.1,5,1,1,1,1,0.5,0.5,hdfl_xgb_Random_topology_ton_detection_metrics_0.1_normal_fuzzers_loss50.csv,HDFL
ton,Random,0.3,9,1,1,1,1,0,0,hdfl_xgb_Random_topology_ton_detection_metrics_0.3_normal_dos_reconnaissance_loss0.csv,HDFL
ton,Random,0.3,9,1,1,1,1,0.1,0.1,hdfl_xgb_Random_topology_ton_detection_metrics_0.3_normal_dos_reconnaissance_loss10.csv,HDFL
ton,Random,0.3,9,1,1,1,1,0.3,0.3,hdfl_xgb_Random_topology_ton_detection_metrics_0.3_normal_dos_reconnaissance_loss30.csv,HDFL
ton,Random,0.3,9,1,1,1,1,0.5,0.5,hdfl_xgb_Random_topology_ton_detection_metrics_0.3_normal_dos_reconnaissance_loss50.csv,HDFL
ton,Random,0.3,10,1,1,1,1,0,0,hdfl_xgb_Random_topology_ton_detection_metrics_0.3_normal_exploits_loss0.csv,HDFL
ton,Random,0.3,10,1,1,1,1,0.1,0.1,hdfl_xgb_Random_topology_ton_detection_metrics_0.3_normal_exploits_loss10.csv,HDFL
ton,Random,0.3,10,1,1,1,1,0.3,0.3,hdfl_xgb_Random_topology_ton_detection_metrics_0.3_normal_exploits_loss30.csv,HDFL
ton,Random,0.3,10,1,1,1,1,0.5,0.5,hdfl_xgb_Random_topology_ton_detection_metrics_0.3_normal_exploits_loss50.csv,HDFL
ton,Random,0.3,10,1,1,1,1,0,0,hdfl_xgb_Random_topology_ton_detection_metrics_0.3_normal_fuzzers_loss0.csv,HDFL
ton,Random,0.3,10,1,1,1,1,0.1,0.1,hdfl_xgb_Random_topology_ton_detection_metrics_0.3_normal_fuzzers_loss10.csv,HDFL
ton,Random,0.3,10,1,1,1,1,0.3,0.3,hdfl_xgb_Random_topology_ton_detection_metrics_0.3_normal_fuzzers_loss30.csv,HDFL
ton,Random,0.3,10,1,1,1,1,0.5,0.5,hdfl_xgb_Random_topology_ton_detection_metrics_0.3_normal_fuzzers_loss50.csv,HDFL
ton,Random,0.5,10,1,1,1,1,0,0,hdfl_xgb_Random_topology_ton_detection_metrics_0.5_normal_dos_reconnaissance_loss0.csv,HDFL
ton,Random,0.5,10,1,1,1,1,0.1,0.1,hdfl_xgb_Random_topology_ton_detection_metrics_0.5_normal_dos_reconnaissance_loss10.csv,HDFL
ton,Random,0.5,10,1,1,1,1,0.3,0.3,hdfl_xgb_Random_topology_ton_detection_metrics_0.5_normal_dos_reconnaissance_loss30.csv,HDFL
ton,Random,0.5,10,0.999952284385065,0.998981151299032,1,0.9994903160040776,0.5,0.5,hdfl_xgb_Random_topology_ton_detection_metrics_0.5_normal_dos_reconnaissance_loss50.csv,HDFL
ton,Random,0.5,10,1,1,1,1,0,0,hdfl_xgb_Random_topology_ton_detection_metrics_0.5_normal_exploits_loss0.csv,HDFL
ton,Random,0.5,10,1,1,1,1,0.1,0.1,hdfl_xgb_Random_topology_ton_detection_metrics_0.5_normal_exploits_loss10.csv,HDFL
ton,Random,0.5,10,1,1,1,1,0.3,0.3,hdfl_xgb_Random_topology_ton_detection_metrics_0.5_normal_exploits_loss30.csv,HDFL
ton,Random,0.5,10,1,1,1,1,0.5,0.5,hdfl_xgb_Random_topology_ton_detection_metrics_0.5_normal_exploits_loss50.csv,HDFL
ton,Random,0.5,10,0.999856853155195,0.9989790709545686,0.9979602243753188,0.998469387755102,0,0,hdfl_xgb_Random_topology_ton_detection_metrics_0.5_normal_fuzzers_loss0.csv,HDFL
ton,Random,0.5,10,1,1,1,1,0.1,0.1,hdfl_xgb_Random_topology_ton_detection_metrics_0.5_normal_fuzzers_loss10.csv,HDFL
ton,Random,0.5,10,1,1,1,1,0.3,0.3,hdfl_xgb_Random_topology_ton_detection_metrics_0.5_normal_fuzzers_loss30.csv,HDFL
ton,Random,0.5,10,1,1,1,1,0.5,0.5,hdfl_xgb_Random_topology_ton_detection_metrics_0.5_normal_fuzzers_loss50.csv,HDFL
ton,Random,1,10,0.9457234880114518,0.4629367327667611,1,0.6328868807487494,0,0,hdfl_xgb_Random_topology_ton_detection_metrics_1.0_normal_dos_reconnaissance_loss0.csv,HDFL
ton,Random,1,10,0.999952284385065,0.998981151299032,1,0.9994903160040776,0.1,0.1,hdfl_xgb_Random_topology_ton_detection_metrics_1.0_normal_dos_reconnaissance_loss10.csv,HDFL
ton,Random,1,10,1,1,1,1,0.3,0.3,hdfl_xgb_Random_topology_ton_detection_metrics_1.0_normal_dos_reconnaissance_loss30.csv,HDFL
ton,Random,1,10,0.9994512704282476,0.988407258064516,1,0.994169835234474,0.5,0.5,hdfl_xgb_Random_topology_ton_detection_metrics_1.0_normal_dos_reconnaissance_loss50.csv,HDFL
ton,Random,1,10,0.9989979720863652,0.988295165394402,0.9903110657827638,0.9893020886398368,0,0,hdfl_xgb_Random_topology_ton_detection_metrics_1.0_normal_exploits_loss0.csv,HDFL
ton,Random,1,10,1,1,1,1,0.1,0.1,hdfl_xgb_Random_topology_ton_detection_metrics_1.0_normal_exploits_loss10.csv,HDFL
ton,Random,1,10,1,1,1,1,0.3,0.3,hdfl_xgb_Random_topology_ton_detection_metrics_1.0_normal_exploits_loss30.csv,HDFL
ton,Random,1,10,1,1,1,1,0.5,0.5,hdfl_xgb_Random_topology_ton_detection_metrics_1.0_normal_exploits_loss50.csv,HDFL
ton,Random,1,10,1,1,1,1,0,0,hdfl_xgb_Random_topology_ton_detection_metrics_1.0_normal_fuzzers_loss0.csv,HDFL
ton,Random,1,10,1,1,1,1,0.1,0.1,hdfl_xgb_Random_topology_ton_detection_metrics_1.0_normal_fuzzers_loss10.csv,HDFL
ton,Random,1,10,1,1,1,1,0.3,0.3,hdfl_xgb_Random_topology_ton_detection_metrics_1.0_normal_fuzzers_loss30.csv,HDFL
ton,Random,1,10,1,1,1,1,0.5,0.5,hdfl_xgb_Random_topology_ton_detection_metrics_1.0_normal_fuzzers_loss50.csv,HDFL
ton,Random,2,10,1,1,1,1,0,0,hdfl_xgb_Random_topology_ton_detection_metrics_2.0_normal_dos_reconnaissance_loss0.csv,HDFL
ton,Random,2,10,1,1,1,1,0.1,0.1,hdfl_xgb_Random_topology_ton_detection_metrics_2.0_normal_dos_reconnaissance_loss10.csv,HDFL
ton,Random,2,10,0.9633782655373972,0.5609267734553776,1,0.7187099138720909,0.3,0.3,hdfl_xgb_Random_topology_ton_detection_metrics_2.0_normal_dos_reconnaissance_loss30.csv,HDFL
ton,Random,2,10,1,1,1,1,0.5,0.5,hdfl_xgb_Random_topology_ton_detection_metrics_2.0_normal_dos_reconnaissance_loss50.csv,HDFL
ton,Random,2,10,1,1,1,1,0,0,hdfl_xgb_Random_topology_ton_detection_metrics_2.0_normal_exploits_loss0.csv,HDFL
ton,Random,2,10,1,1,1,1,0.1,0.1,hdfl_xgb_Random_topology_ton_detection_metrics_2.0_normal_exploits_loss10.csv,HDFL
ton,Random,2,10,1,1,1,1,0.3,0.3,hdfl_xgb_Random_topology_ton_detection_metrics_2.0_normal_exploits_loss30.csv,HDFL
ton,Random,2,10,1,1,1,1,0.5,0.5,hdfl_xgb_Random_topology_ton_detection_metrics_2.0_normal_exploits_loss50.csv,HDFL
ton,Random,2,10,1,1,1,1,0,0,hdfl_xgb_Random_topology_ton_detection_metrics_2.0_normal_fuzzers_loss0.csv,HDFL
ton,Random,2,10,0.999952284385065,0.998981151299032,1,0.9994903160040776,0.1,0.1,hdfl_xgb_Random_topology_ton_detection_metrics_2.0_normal_fuzzers_loss10.csv,HDFL
ton,Random,2,10,1,1,1,1,0.3,0.3,hdfl_xgb_Random_topology_ton_detection_metrics_2.0_normal_fuzzers_loss30.csv,HDFL
ton,Random,2,10,1,1,1,1,0.5,0.5,hdfl_xgb_Random_topology_ton_detection_metrics_2.0_normal_fuzzers_loss50.csv,HDFL
unsw,Random,0.1,4,0.48655377369070313,0.13167139900861446,0.3607119314436388,0.19292060358200536,0,0,hdfl_xgb_Random_topology_unsw_detection_metrics_0.1_normal_dos_reconnaissance_loss0.csv,HDFL
unsw,Random,0.1,4,0.487450936413592,0.13192535802111963,0.3607119314436388,0.19319305182883773,0.1,0.1,hdfl_xgb_Random_topology_unsw_detection_metrics_0.1_normal_dos_reconnaissance_loss10.csv,HDFL
unsw,Random,0.1,4,0.582595043175956,0.28447433240802283,0.9592617007251154,0.4388155117302937,0.3,0.3,hdfl_xgb_Random_topology_unsw_detection_metrics_0.1_normal_dos_reconnaissance_loss30.csv,HDFL
unsw,Random,0.1,4,0.17023662666816194,0.17014356213548676,1,0.29080801303556025,0.5,0.5,hdfl_xgb_Random_topology_unsw_detection_metrics_0.1_normal_dos_reconnaissance_loss50.csv,HDFL
unsw,Random,0.1,5,0.23128064489321035,0.23128064489321035,1,0.37567494600431967,0,0,hdfl_xgb_Random_topology_unsw_detection_metrics_0.1_normal_exploits_loss0.csv,HDFL
unsw,Random,0.1,5,0.23128064489321035,0.23128064489321035,1,0.37567494600431967,0.1,0.1,hdfl_xgb_Random_topology_unsw_detection_metrics_0.1_normal_exploits_loss10.csv,HDFL
unsw,Random,0.1,5,0.23128064489321035,0.23128064489321035,1,0.37567494600431967,0.3,0.3,hdfl_xgb_Random_topology_unsw_detection_metrics_0.1_normal_exploits_loss30.csv,HDFL
unsw,Random,0.1,5,0.6502326934264107,0.365577711780512,0.6966403162055336,0.4795176997990416,0.5,0.5,hdfl_xgb_Random_topology_unsw_detection_metrics_0.1_normal_exploits_loss50.csv,HDFL
unsw,Random,0.3,10,0.5235393069417966,0.14620246606569268,0.3720500988793672,0.20991557258154497,0,0,hdfl_xgb_Random_topology_unsw_detection_metrics_0.3_normal_dos_reconnaissance_loss0.csv,HDFL
unsw,Random,0.3,10,0.5235393069417966,0.14620246606569268,0.3720500988793672,0.20991557258154497,0.1,0.1,hdfl_xgb_Random_topology_unsw_detection_metrics_0.3_normal_dos_reconnaissance_loss10.csv,HDFL
unsw,Random,0.3,10,0.5235393069417966,0.14620246606569268,0.3720500988793672,0.20991557258154497,0.3,0.3,hdfl_xgb_Random_topology_unsw_detection_metrics_0.3_normal_dos_reconnaissance_loss30.csv,HDFL
unsw,Random,0.3,10,0.526522372995402,0.14525520642081521,0.365062623599209,0.20782047433203243,0.5,0.5,hdfl_xgb_Random_topology_unsw_detection_metrics_0.3_normal_dos_reconnaissance_loss50.csv,HDFL
unsw,Random,0.3,9,0.23128064489321035,0.23128064489321035,1,0.37567494600431967,0,0,hdfl_xgb_Random_topology_unsw_detection_metrics_0.3_normal_exploits_loss0.csv,HDFL
unsw,Random,0.3,9,0.23128064489321035,0.23128064489321035,1,0.37567494600431967,0.1,0.1,hdfl_xgb_Random_topology_unsw_detection_metrics_0.3_normal_exploits_loss10.csv,HDFL
unsw,Random,0.3,9,0.5611651292279565,0.25780643910007756,0.47763205174272366,0.3348658521224335,0.3,0.3,hdfl_xgb_Random_topology_unsw_detection_metrics_0.3_normal_exploits_loss30.csv,HDFL
unsw,Random,0.3,9,0.5213371561539101,0.23334975590092713,0.4680201221703198,0.31142592426551896,0.5,0.5,hdfl_xgb_Random_topology_unsw_detection_metrics_0.3_normal_exploits_loss50.csv,HDFL
unsw,Random,0.5,8,0.5996187058427722,0.17594696969696969,0.36743572841133815,0.23795090715048023,0,0,hdfl_xgb_Random_topology_unsw_detection_metrics_0.5_normal_dos_reconnaissance_loss0.csv,HDFL
unsw,Random,0.5,8,0.7055960524840192,0.24589562505732368,0.35346077785102176,0.2900259627866724,0.1,0.1,hdfl_xgb_Random_topology_unsw_detection_metrics_0.5_normal_dos_reconnaissance_loss10.csv,HDFL
